# Generated by .omo/evidence/task-r3-opencode-inventory-generator.py
# Scope: case-sensitive lowercase `opencode` in crates/*/src/**/*
# Source snapshot SHA-256: 7b1e580cc588eeb01d59c40c68a264f24b8d01d3db3600d67456e41c7a5efa5a
# Total occurrences: 852
# Classified occurrences: 852
# Unclassified occurrences: 0
# historical-citation: 55
# plugin-abi: 69
# unclassified: 0
# upstream-artifact-reference: 728
# zuno-owned-stale-identity: 0
path	line	column	class	reason	source
crates/oc-cli/src/disposition.rs	114	121	upstream-artifact-reference	explicit upstream implementation or oracle reference	        reason: "the resident host loads configured plugins, but Zuno does not own an npm installer; declare plugins in opencode.json so compatibility is checked before import",
crates/oc-cli/src/environment.rs	180	35	plugin-abi	retained plugin package, SDK, host, or semver contract	    fn snapshot_reads_every_known_opencode_name_even_when_absent() {
crates/oc-cli/src/environment.rs	245	36	plugin-abi	retained plugin package, SDK, host, or semver contract	    fn plugin_abi_names_keep_their_opencode_spelling() {
crates/oc-cli/src/version.rs	3	34	plugin-abi	retained plugin package, SDK, host, or semver contract	//! npm plugins inspect `engines.opencode` as a semver range and are skipped when
crates/oc-cli/src/version.rs	13	22	plugin-abi	retained plugin package, SDK, host, or semver contract	/// declare `engines.opencode`; changing it to Zuno's package or build version
crates/oc-cli/src/version.rs	50	68	plugin-abi	retained plugin package, SDK, host, or semver contract	        "zuno/{RUST_PACKAGE_VERSION} (build {BUILD_ID}; compatible-opencode/{COMPATIBILITY_VERSION})"
crates/oc-config/src/discovery.rs	4	15	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `packages/opencode/src/config/config.ts:246-260,398-475,516-584`, with the
crates/oc-config/src/discovery.rs	23	43	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	pub const DEFAULT_SCHEMA: &str = "https://opencode.ai/config.json";
crates/oc-config/src/discovery.rs	32	42	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	const GLOBAL_CONFIG_NAMES: [&str; 3] = ["opencode.jsonc", "opencode.json", "config.json"];
crates/oc-config/src/discovery.rs	32	60	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	const GLOBAL_CONFIG_NAMES: [&str; 3] = ["opencode.jsonc", "opencode.json", "config.json"];
crates/oc-config/src/discovery.rs	172	34	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    for name in ["config.json", "opencode.json", "opencode.jsonc"] {
crates/oc-config/src/discovery.rs	172	51	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    for name in ["config.json", "opencode.json", "opencode.jsonc"] {
crates/oc-config/src/discovery.rs	183	43	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        for path in Layout::config_files("opencode", &options.directory, options.worktree()) {
crates/oc-config/src/discovery.rs	203	64	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            for path in Layout::file_in_directory(&directory, "opencode") {
crates/oc-config/src/discovery.rs	218	77	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        for path in Layout::file_in_directory(&options.managed_config_dir, "opencode") {
crates/oc-config/src/discovery.rs	300	77	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let legacy_config_root = sibling_product_root(options.layout.config(), "opencode");
crates/oc-config/src/discovery.rs	332	65	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let old_data = sibling_product_root(options.layout.data(), "opencode").join("auth.json");
crates/oc-config/src/instructions.rs	3	23	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! Port of `packages/opencode/src/session/instruction.ts` (opencode 1.18.13).
crates/oc-config/src/instructions.rs	3	61	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! Port of `packages/opencode/src/session/instruction.ts` (opencode 1.18.13).
crates/oc-config/src/instructions.rs	93	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// (`packages/opencode/src/effect/runtime-flags.ts:24`).
crates/oc-config/src/legacy/tests.rs	35	26	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    PathBuf::from("/repo/opencode.json")
crates/oc-config/src/legacy/tests.rs	129	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let path = PathBuf::from("/repo/.opencode/agent/build.md");
crates/oc-config/src/legacy/tests.rs	270	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let path = PathBuf::from("/repo/.opencode/plugin/acme.json");
crates/oc-config/src/legacy/tests.rs	290	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let path = PathBuf::from("/repo/.opencode/plugin/acme.json");
crates/oc-config/src/legacy/tests.rs	306	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let path = PathBuf::from("/repo/.opencode/plugin/acme.json");
crates/oc-config/src/legacy/tests.rs	322	29	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        "$schema": "https://opencode.ai/config.json",
crates/oc-config/src/legacy/tests.rs	412	42	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            issue.detail.contains("/repo/opencode.json"),
crates/oc-config/src/legacy.rs	22	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! (`packages/opencode/src/config/config.ts:262-275`) rewrites `config.json` and
crates/oc-config/src/legacy.rs	30	91	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! | `mode.<name>` | `packages/core/src/v1/config/config.ts:95`, normalized at `packages/opencode/src/config/config.ts:536-543` |
crates/oc-config/src/legacy.rs	31	53	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! | a `{mode,modes}/` agent directory | `packages/opencode/src/config/agent.ts:32-58` |
crates/oc-config/src/legacy.rs	36	32	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! | `CONTEXT.md` | `packages/opencode/src/session/instruction.ts:68` |
crates/oc-config/src/legacy.rs	37	47	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! | a global TOML `config` file | `packages/opencode/src/config/config.ts:262-275` |
crates/oc-config/src/legacy.rs	60	15	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// `packages/opencode/src/config/config.ts:262` joins `Global.Path.config` with
crates/oc-config/src/legacy.rs	70	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// (`packages/opencode/src/config/agent.ts:37`).
crates/oc-config/src/legacy.rs	387	54	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// method's prompts are being presented — `packages/opencode/src/cli/cmd/providers.ts:68-77`
crates/oc-config/src/legacy.rs	542	15	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// `packages/opencode/src/session/instruction.ts:64-68` lists `AGENTS.md`,
crates/oc-config/src/schema/parse.rs	3	23	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! Mirrors `packages/opencode/src/config/parse.ts`: unrecognized top-level keys
crates/oc-config/src/schema/tests.rs	27	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    Config::from_json_str(Path::new("opencode.json"), text)
crates/oc-config/src/schema/tests.rs	31	40	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    Config::from_json_value(Path::new("opencode.json"), value)
crates/oc-config/src/schema/tests.rs	778	33	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    assert_eq!(path, Path::new("opencode.json"));
crates/oc-config/src/schema/tests.rs	781	22	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        "config file opencode.json failed validation (1 issue(s))"
crates/oc-config/src/schema/tests.rs	841	16	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        "every opencode.json block from config.mdx must be present"
crates/oc-config/src/schema.rs	1	9	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! The opencode configuration vocabulary, translated from the TypeScript oracle.
crates/oc-config/src/schema.rs	11	43	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! * **Top level — rejected.** `packages/opencode/src/config/parse.ts:40-53`
crates/oc-config/src/schema.rs	40	21	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! runs (`packages/opencode/src/config/config.ts:53-61`, applied at `:227`). They
crates/oc-config/src/schema.rs	42	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! (`packages/opencode/src/config/tui-migrate.ts`) skips any directory that already
crates/oc-config/src/schema.rs	44	6	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `opencode.json` forever while the oracle keeps ignoring them.
crates/oc-config/src/schema.rs	83	36	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// property signatures (`packages/opencode/src/config/parse.ts:74-78`).
crates/oc-config/src/schema.rs	122	34	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// unrecognized keys (`packages/opencode/src/config/config.ts:53-61`).
crates/oc-config/src/schema.rs	145	14	upstream-artifact-reference	explicit upstream command, config, protocol, provider, database, or fixture identifier	/// A parsed opencode config file — one layer, not a merged result.
crates/oc-config/src/schema.rs	162	35	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// Server configuration for `opencode serve` and the web command.
crates/oc-config/src/schema.rs	340	47	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// mDNS domain; the runtime defaults to `opencode.local`.
crates/oc-config/src/variable.rs	3	23	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! Oracle: `packages/opencode/src/config/variable.ts:33-90`. Call sites:
crates/oc-config/src/variable.rs	4	15	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `packages/opencode/src/config/config.ts:213-227` (`opencode.json`, default
crates/oc-config/src/variable.rs	4	56	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `packages/opencode/src/config/config.ts:213-227` (`opencode.json`, default
crates/oc-config/src/variable.rs	5	39	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `missing: "error"`) and `packages/opencode/src/config/tui.ts:100-103`
crates/oc-config/src/variable.rs	70	14	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// for `opencode.json`.
crates/oc-config/src/variable.rs	128	55	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	/// let out = Substitution::for_file(Path::new("/repo/opencode.json"))
crates/oc-config/src/variable.rs	493	28	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            self.path("cfg/opencode.json")
crates/oc-config/src/variable.rs	702	67	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        let elsewhere = Substitution::for_file(leak(fixture.path("opencode.json")))
crates/oc-config/src/variable.rs	813	47	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            Substitution::for_virtual("remote:opencode.json", &dir).with_process_env(&process);
crates/oc-config/src/variable.rs	822	44	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        assert_eq!(path, Path::new("remote:opencode.json"));
crates/oc-config/src/variable.rs	1185	73	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            let result = Substitution::for_file(Path::new("/nonexistent/opencode.json"))
crates/oc-db/src/artifact_gc.rs	1	67	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! Conservative garbage collection for artifacts stored outside `opencode.db`.
crates/oc-db/src/fts.rs	8	43	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! (`hermes_state_common.py:403-521`) to opencode's message/part split.
crates/oc-db/src/lib.rs	1	69	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! SQLite storage layer with schema parity against the TypeScript `opencode.db`.
crates/oc-db/src/lib.rs	5	59	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! A user must be able to switch between the TypeScript `opencode` binary and
crates/oc-db/src/lib.rs	10	30	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! deriving one. Pinned to `opencode` **1.18.13**.
crates/oc-db/src/message.rs	31	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! 1,035,733-part census of a real `opencode.db`. All twelve are accepted here,
crates/oc-db/src/migration/steps.rs	14	51	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! defaults and primary keys as the user's real `opencode.db`, which the
crates/oc-db/src/open.rs	384	52	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        let files = sidecar_files(Path::new("/data/opencode.db"));
crates/oc-db/src/open.rs	388	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                PathBuf::from("/data/opencode.db-wal"),
crates/oc-db/src/open.rs	389	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                PathBuf::from("/data/opencode.db-shm"),
crates/oc-db/src/schema.rs	1	18	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! The current `opencode.db` schema emitted by the TypeScript schema generator.
crates/oc-db/src/session/path.rs	4	15	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `packages/opencode/src/session/session.ts:171-173`:
crates/oc-db/src/session.rs	1	22	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! Session rows in `opencode.db`: create, read, touch, the three list scopes,
crates/oc-db/src/session.rs	121	14	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// The `opencode` version that created the session.
crates/oc-db/src/session.rs	213	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// (`packages/opencode/src/session/session.ts:220-224`), read back as `row.model.id`
crates/oc-db/src/session.rs	215	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	/// (`packages/opencode/src/session/message.ts:121-125`). A session row written with
crates/oc-db/src/session.rs	266	14	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// The `opencode` version writing the row.
crates/oc-db/src/session_export.rs	1	59	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! One session's full transcript, in the exact envelope `opencode export` prints
crates/oc-db/src/session_export.rs	2	10	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! and `opencode import` reads back.
crates/oc-db/src/session_list.rs	305	14	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// The `opencode` version that created the session.
crates/oc-db/src/vacuum.rs	5	53	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! Nothing upstream ever reclaims space. `packages/opencode/src/cli/cmd/db.ts:8-62`
crates/oc-db/src/vacuum.rs	9	9	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! so `opencode.db` only ever grows. Todo 82's prune has exactly the same
crates/oc-db/src/vacuum.rs	37	20	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! pages land in `opencode.db-wal`, and the main file does not change size until a
crates/oc-db/src/vacuum.rs	729	43	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        let path = directory.path().join("opencode.db");
crates/oc-db/src/vacuum.rs	731	47	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        std::fs::write(directory.path().join("opencode.db-wal"), vec![0_u8; 20])
crates/oc-db/src/vacuum.rs	733	47	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        std::fs::write(directory.path().join("opencode.db-shm"), vec![0_u8; 7]).expect("write shm");
crates/oc-error/src/config.rs	176	34	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            path: PathBuf::from("opencode.json"),
crates/oc-error/src/config.rs	189	34	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            path: PathBuf::from("opencode.json"),
crates/oc-error/src/config.rs	197	26	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            "config file opencode.json failed validation (2 issue(s))"
crates/oc-error/src/config.rs	209	34	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            path: PathBuf::from("opencode.json"),
crates/oc-error/src/config.rs	219	26	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            "config file opencode.json failed validation (3 issue(s))\n  \
crates/oc-error/src/config.rs	229	34	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            path: PathBuf::from("opencode.json"),
crates/oc-error/src/config.rs	239	20	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            dir: ".opencode-agents".to_owned(),
crates/oc-error/src/config.rs	240	27	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            suggestion: ".opencode/agent".to_owned(),
crates/oc-error/src/config.rs	244	25	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            "directory .opencode-agents under /repo looks like a typo for .opencode/agent"
crates/oc-error/src/config.rs	244	76	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            "directory .opencode-agents under /repo looks like a typo for .opencode/agent"
crates/oc-error/src/config.rs	277	46	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                old_path: PathBuf::from("old/opencode.json"),
crates/oc-error/src/config.rs	278	46	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                new_path: PathBuf::from("new/opencode.json"),
crates/oc-error/src/db.rs	127	42	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                old_path: PathBuf::from("opencode.db"),
crates/oc-error/src/db.rs	131	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                path: PathBuf::from("opencode.db"),
crates/oc-goal/src/lib.rs	30	37	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! reproduction of the TypeScript `opencode.db`; a goal is a feature that binary
crates/oc-goal/src/projection.rs	8	67	historical-citation	immutable plan, evidence, checkout, or pre-rename citation	//! anything — the resolution recorded under "Q3" in `.omo/drafts/opencode-rust.md`
crates/oc-goal/src/projection.rs	15	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! (`packages/opencode/src/session/session.ts:331-335`). [`document_path`] makes
crates/oc-goal/src/projection.rs	892	27	historical-citation	pre-rename path named only to detect or instruct migration away from it	                         .opencode/goal/, so move the file to the .zuno/goal/ path reported \
crates/oc-goal/src/store.rs	3	47	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! # Where this table lives, and why not in `opencode.db`
crates/oc-goal/src/store.rs	5	52	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! In its own database file, `goal_1.db`, beside `opencode.db` but not inside
crates/oc-goal/src/store.rs	8	8	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! **`opencode.db` is not ours to extend.** `oc-db` reproduces the TypeScript
crates/oc-goal/src/store.rs	9	6	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! `opencode.db` schema byte-for-byte — 19 application tables plus the migration
crates/oc-goal/src/store_tests.rs	1020	41	upstream-artifact-reference	explicit upstream implementation or oracle reference	        "the goal must not be stored in opencode.db"
crates/oc-llm/src/catalog/availability.rs	15	33	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! `ANTHROPIC_API_KEY` or run `opencode auth login`" is a different sentence from
crates/oc-llm/src/catalog/availability.rs	22	16	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! else set, `opencode models` printed **nothing**. Adding exactly one thing at a
crates/oc-llm/src/catalog/collate.rs	1	28	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! The string comparator `opencode models` sorts with.
crates/oc-llm/src/catalog/collate.rs	5	15	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `packages/opencode/src/cli/cmd/models.ts:38` sorts model ids with
crates/oc-llm/src/catalog/collate.rs	94	30	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	/// Compare two ids the way `opencode models` does.
crates/oc-llm/src/catalog/collate.rs	125	35	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	/// Compare provider ids the way `opencode models` lists them.
crates/oc-llm/src/catalog/collate.rs	127	54	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	/// `models.ts:56-62` floats every id starting with `opencode` to the front —
crates/oc-llm/src/catalog/collate.rs	129	47	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	/// falls back to [`compare`] otherwise. Two `opencode*` ids compare against
crates/oc-llm/src/catalog/collate.rs	130	30	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	/// each other normally, so `opencode` precedes `opencode-staging`.
crates/oc-llm/src/catalog/collate.rs	130	50	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	/// each other normally, so `opencode` precedes `opencode-staging`.
crates/oc-llm/src/catalog/collate.rs	133	40	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let left_first = left.starts_with("opencode");
crates/oc-llm/src/catalog/collate.rs	134	42	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    let right_first = right.starts_with("opencode");
crates/oc-llm/src/catalog/collate.rs	230	8	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    fn opencode_providers_float_to_the_front() {
crates/oc-llm/src/catalog/collate.rs	231	40	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        let mut ids = vec!["zhipuai", "opencode", "anthropic", "opencode-staging"];
crates/oc-llm/src/catalog/collate.rs	231	65	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        let mut ids = vec!["zhipuai", "opencode", "anthropic", "opencode-staging"];
crates/oc-llm/src/catalog/collate.rs	235	19	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            vec!["opencode", "opencode-staging", "anthropic", "zhipuai"]
crates/oc-llm/src/catalog/collate.rs	235	31	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            vec!["opencode", "opencode-staging", "anthropic", "zhipuai"]
crates/oc-llm/src/catalog/merge.rs	3	35	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! This is the port of `packages/opencode/src/provider/provider.ts:1425-1520`
crates/oc-llm/src/catalog/resolved.rs	5	16	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! (`packages/opencode/src/provider/provider.ts:1036-1062`), which is the shape
crates/oc-llm/src/catalog/resolved.rs	6	6	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! `opencode models --verbose` prints and therefore the shape every consumer
crates/oc-llm/src/catalog/resolved.rs	217	36	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// The `provider/model` line `opencode models` prints.
crates/oc-llm/src/catalog/source.rs	48	63	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! `ZUNO_DISABLE_MODELS_FETCH=1` and no `ZUNO_MODELS_PATH`: `opencode
crates/oc-llm/src/catalog/source.rs	68	24	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! exactly the seven `opencode/*` models of that release's hosted gateway, all
crates/oc-llm/src/catalog/source.rs	476	10	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        "opencode/{}/{}/cli",
crates/oc-llm/src/catalog/source.rs	496	53	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        assert_eq!(source.source(), "https://models.opencode.ai");
crates/oc-llm/src/catalog/source.rs	498	54	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        assert_eq!(source.api_url(), "https://models.opencode.ai/api.json");
crates/oc-llm/src/catalog/source.rs	525	53	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        assert_eq!(source.source(), "https://models.opencode.ai");
crates/oc-llm/src/catalog.rs	11	15	upstream-artifact-reference	explicit upstream implementation or oracle reference	//! `packages/opencode/src/provider/provider.ts:1332-1658` for the merge.
crates/oc-llm/src/catalog.rs	38	38	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! one-model catalog vanished from `opencode models` entirely.
crates/oc-llm/src/catalog.rs	42	43	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! Todo 26's acceptance criterion names `opencode models --format json`. **That
crates/oc-llm/src/catalog.rs	43	29	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! flag does not exist.** `opencode models --help` on 1.18.12 lists exactly
crates/oc-llm/src/catalog.rs	48	6	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	//! `opencode models`, which is the same list the criterion means.
crates/oc-llm/src/catalog.rs	101	33	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// against 1.18.12, whose `opencode models` printed nothing under an isolated
crates/oc-llm/src/catalog.rs	289	36	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// Provider ids in the order `opencode models` lists them.
crates/oc-llm/src/catalog.rs	291	10	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// `opencode*` first, then [`collate::compare`] — `models.ts:56-62`.
crates/oc-llm/src/catalog.rs	299	56	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// Every model as `provider/model`, in the order `opencode models` prints.
crates/oc-llm/src/catalog.rs	407	8	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    fn opencode_providers_lead_the_listing() {
crates/oc-llm/src/catalog.rs	409	13	upstream-artifact-reference	explicit upstream command, config, protocol, provider, database, or fixture identifier	        let opencode: CatalogProvider = serde_json::from_str(
crates/oc-llm/src/catalog.rs	410	25	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            r#"{"name":"opencode","id":"opencode","env":["OPENCODE_API_KEY"],
crates/oc-llm/src/catalog.rs	410	41	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            r#"{"name":"opencode","id":"opencode","env":["OPENCODE_API_KEY"],
crates/oc-llm/src/catalog.rs	414	21	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        doc.insert("opencode".to_owned(), opencode);
crates/oc-llm/src/catalog.rs	414	43	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        doc.insert("opencode".to_owned(), opencode);
crates/oc-llm/src/catalog.rs	415	67	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        let cfg = config(r#"{"provider":{"deepseek":{},"groq":{},"opencode":{}}}"#);
crates/oc-llm/src/catalog.rs	419	19	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	            vec!["opencode/zen", "deepseek/deepseek-chat", "groq/allam-2-7b"]
crates/oc-mcp/src/catalog.rs	277	87	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                "MCP server {} requires authentication and contributes no tools: run `opencode mcp auth {}`",
crates/oc-mcp/src/oauth/authorize.rs	146	30	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	        client_uri: "https://opencode.ai",
crates/oc-mcp/src/remote/transport.rs	82	42	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                "clientInfo": { "name": "opencode", "version": env!("CARGO_PKG_VERSION") },
crates/oc-mcp/src/stdio.rs	92	50	upstream-artifact-reference	explicit upstream command, config, protocol, provider, database, or fixture identifier	    /// Name passed back to `tools/call` without opencode namespacing.
crates/oc-mcp/src/stdio.rs	207	48	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    /// `BUN_BE_BUN=1` is then applied for an `opencode` command, and configured
crates/oc-mcp/src/stdio.rs	474	34	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	                        "name": "opencode",
crates/oc-mcp/src/stdio.rs	839	20	upstream-artifact-reference	retained upstream wire, path, provider, fixture, or persisted identifier	    if program == "opencode" {
